38,2
88,8
126,12
223,21
389,41
672,71
1142,122
2507,250
3284,342
6099,621
8900,847
15485,1558
30887,3116
56518,5825
78519,8232
101520,10462
143237,14558
235324,23568
321548,30843
482543,38706
688807,57943
877544,72515
1309907,99210
1634133,131806
1876904,150738
2014883,155759
2333855,175658
2480962,177506
2714212,180546
2598499,181247
2517091,181439
