68,3
261,16
384,29
806,62
1219,93
1881,142
3776,271
5577,388
10484,726
19997,1354
28881,1920
41994,2746
72261,4951
136464,8761
186406,12164
391781,20558
473554,27659
664525,36643
1019750,55690
1333989,70183
2115010,96968
2392212,114302
3032506,140773
3374978,154749
3674211,170517
4238787,176313
4726413,180364
4424866,181213
4403040,181437
4488660,181439
4388076,181439
