38,1
101,4
169,10
341,23
660,46
1215,88
2262,160
4829,338
7091,503
15993,1007
22952,1466
41384,2866
91481,6371
208847,13294
336701,20289
429487,28146
641466,42466
1271050,78080
1874817,119454
2581236,167434
5062931,330299
7018922,493374
14389214,978847
28651317,1984149
49608725,3433533
62714549,4366519
147804471,10753460
182828765,13651008
362326910,26229754
592288886,39517882
1238302781,81975304
