56,3
93,6
112,8
127,9
154,11
162,12
186,14
199,15
658,51
4688,329
4627,331
4688,332
5842,412
5734,410
7684,514
2977,215
6006,416
3362,217
3267,221
4252,220
3251,222
3091,223
5021,348
4942,348
5119,351
6409,450
6444,432
4503,310
3124,224
3466,242
2184,160
